param_prl  stim  subj_idx    value_prl           std        2.5q          25q         50q         75q       97.5q       mc_err
t    food    262               0.186472   0.0109859    0.167963     0.179913    0.185403    0.191462    0.217126  0.000384438
t    food    263               0.123807   0.0073458    0.107416     0.119368    0.124407    0.129014    0.136446  0.000236677
t    food    264               0.230875  0.00918019    0.210789     0.225257    0.231887    0.237321    0.246604  0.000302358
t    food    265                0.11615   0.0164257   0.0872025     0.106265    0.115315    0.124014    0.156099  0.000546656
t    food    266               0.152179  0.00858155    0.133029     0.147041    0.152669    0.158144    0.167105  0.000260912
t    food    267               0.258675   0.0132017    0.237815     0.248424    0.255257    0.271362    0.282432  0.000620292
t    food    268               0.167036  0.00880017    0.147372     0.162086    0.168028    0.172988    0.181601  0.000313557
t    food    269              0.0963755   0.0117673   0.0703005    0.0889245   0.0972733    0.104428    0.117843  0.000357832
t    food    270               0.230705  0.00882833    0.212125     0.225382    0.230987    0.236695    0.247728  0.000320604
t    food    271                 0.1511   0.0114856    0.128214     0.144093    0.150969    0.158168    0.175407  0.000363427
t    food    272               0.126947   0.0101482    0.106652     0.120508    0.126486    0.134089    0.146388  0.000288795
t    food    273               0.215847   0.0109578    0.192035     0.209343    0.216618     0.22358    0.234823  0.000331382
t    food    274               0.198146  0.00720109    0.183009      0.19356    0.198632    0.203333    0.210656  0.000233049
t    food    275              0.0994319   0.0107931    0.076815    0.0921901    0.100397    0.107327    0.117558  0.000341064
t    food    276               0.240315  0.00765383    0.225854     0.235829    0.239782    0.244134    0.257812  0.000250659
t    food    277               0.174833   0.0250698    0.131253     0.155263    0.172197     0.19699     0.21823  0.000953709
t    food    278              0.0972304  0.00858225   0.0795635    0.0918818   0.0977967    0.103269     0.11241  0.000308912
t    food    279               0.102421  0.00719398   0.0861853    0.0981386    0.102948    0.107418    0.115324   0.00024012
t    food    280               0.165324   0.0118797    0.141077     0.157798     0.16605    0.173777     0.18641  0.000403845
t    food    281               0.114581  0.00839472   0.0959493     0.109432    0.115179    0.120287    0.129394  0.000254072
t    food    282               0.212813  0.00864292    0.194405     0.207491    0.213563     0.21885    0.227862  0.000306618
t    food    283               0.223347  0.00737345    0.211295     0.217516    0.223414    0.227707    0.241359  0.000361916
t    food    284               0.227257  0.00630109    0.214844     0.224093    0.227408    0.230721    0.237827  0.000202732
t    food    285               0.138692   0.0197747    0.103846     0.122106    0.137273     0.15669    0.171199  0.000846039
t    food    286               0.189101   0.0132827     0.15831     0.182134    0.191527    0.198426    0.209471  0.000534858
t    food    287               0.115009   0.0095917   0.0939454     0.108785    0.115601     0.12204    0.131677  0.000345501
t    food    288               0.216422    0.014455    0.188061     0.207243    0.215828    0.225127    0.246686   0.00046546
t    food    289               0.145559  0.00688086    0.130754     0.141314     0.14631    0.150405    0.157483  0.000230809
t    food    290                0.32282  0.00935499    0.303101     0.316001    0.324453    0.329988    0.337457  0.000365812
t    food    291               0.157417   0.0333175      0.1078     0.140386    0.154026    0.168768      0.2797   0.00188778
t    food    292               0.224419   0.0128269    0.201981     0.215804    0.223203    0.232871    0.253237  0.000464252
t    food    309               0.220834   0.0154771    0.188218     0.211032    0.221471    0.231844    0.248058  0.000466563
t    food    310               0.104713  0.00908813   0.0854824    0.0988397    0.105303    0.111227    0.120271  0.000269343
t    food    311               0.117142  0.00748464    0.101377     0.112587    0.117635    0.122393    0.130347  0.000247828
t    neutral    1              0.100695  0.00824312   0.0840329    0.0954107    0.101199    0.106532    0.115514  0.000277099
t    neutral    2              0.119462  0.00644152    0.105918     0.115327    0.120099    0.124059     0.13061  0.000176028
t    neutral    3              0.135654  0.00701734    0.119776     0.131289    0.136686    0.140675    0.146943  0.000220667
t    neutral    4              0.239107   0.0132871    0.210102     0.231188    0.239725    0.248246    0.261876  0.000510845
t    neutral    5              0.213102  0.00613413    0.200888     0.208763     0.21312    0.217752    0.224052    0.0002311
t    neutral    6               0.16864   0.0108618    0.146794     0.160141    0.170704    0.177242    0.185525  0.000392603
t    neutral    7              0.129535   0.0139585     0.10457      0.12001    0.128757    0.137973    0.158832  0.000427801
t    neutral    8              0.204422   0.0115706    0.181481     0.197588    0.204601    0.211541    0.228537  0.000392339
t    neutral    9              0.114697  0.00843454   0.0966242     0.109403    0.115465      0.1206    0.129072  0.000254711
t    neutral    10             0.634931  0.00843465    0.616656     0.630625    0.635792    0.640288    0.649698  0.000318109
t    neutral    11             0.301702   0.0158192    0.265323     0.291307    0.302954     0.31391    0.326279  0.000526053
t    neutral    12             0.123733   0.0117706   0.0982525     0.116405    0.124474    0.131754    0.144553  0.000338018
t    neutral    13             0.121523  0.00524328    0.110397     0.118401    0.121856    0.125221    0.130671  0.000178529
t    neutral    14             0.482937   0.0158058    0.452184     0.472765    0.482974    0.493736    0.512706  0.000446366
t    neutral    16             0.151474  0.00713819    0.137705     0.146715    0.151327    0.156171    0.165597  0.000205567
t    neutral    17             0.345692   0.0198934    0.294986     0.335396    0.350593    0.360545    0.371433  0.000748899
t    neutral    18             0.145374   0.0126978    0.118278     0.137665    0.146099    0.154339    0.167102  0.000378925
t    neutral    19             0.245223   0.0169538    0.210032     0.234256    0.246275    0.257416    0.275367  0.000534158
t    neutral    20             0.196249   0.0199596    0.159113     0.178283    0.200683    0.213383    0.226005   0.00089057
t    neutral    21             0.145801  0.00452083    0.135857     0.143185    0.146209    0.149052     0.15326  0.000151756
t    neutral    22             0.152113   0.0159295    0.119636     0.141179    0.152515    0.163398      0.1807  0.000448002
t    neutral    23             0.127094  0.00635865    0.114048      0.12308    0.127377    0.131404    0.138977  0.000204718
t    neutral    24             0.253802  0.00808025    0.237122     0.248871     0.25419    0.259075    0.269638   0.00025371
t    neutral    25             0.330086  0.00512023    0.318716     0.327044    0.330404    0.333755    0.339133  0.000160857
t    neutral    26             0.204019   0.0077796    0.186242     0.199566     0.20468    0.209321    0.217246  0.000256383
t    neutral    27             0.105168   0.0107882   0.0827886    0.0980042    0.105657    0.112965    0.124726  0.000330673
t    neutral    28             0.266214   0.0084336    0.247916     0.260885    0.266558    0.272236    0.280894  0.000260087
t    neutral    29              0.19666   0.0114873    0.171078     0.189079    0.197816    0.205313    0.215914  0.000385931
t    neutral    31             0.258818  0.00874246    0.240276      0.25374    0.259455    0.264851    0.273943   0.00025382
t    neutral    32             0.129305  0.00819245    0.111232     0.124276    0.130032    0.134825     0.14408  0.000272605
t    neutral    33             0.164675   0.0128975    0.144998     0.155355    0.161053    0.176494    0.189393  0.000605694
t    neutral    34             0.175742   0.0077842    0.159183     0.170793    0.176134    0.181192    0.189873  0.000226371
t    neutral    35             0.208541   0.0123632    0.184151      0.19971    0.209015    0.217896    0.230651    0.0004132
t    neutral    36             0.144784  0.00895792    0.126679     0.138501     0.14495     0.15183    0.160038  0.000277031
t    neutral    38             0.182991    0.014355    0.152506      0.17355    0.184218    0.193423    0.208426  0.000506274
t    neutral    39             0.284445  0.00674666    0.269004     0.280783    0.285083     0.28887    0.295959  0.000271155
t    neutral    40             0.166095     0.01253    0.143014     0.157578    0.165012    0.174267    0.190694  0.000462754
t    neutral    41             0.100992   0.0086524   0.0824792     0.095443     0.10162    0.107192     0.11582  0.000324297
t    neutral    42             0.186071   0.0056694    0.167154     0.184345    0.187152    0.189309    0.192788  0.000369514
t    neutral    44             0.185042  0.00711496     0.16954     0.180798    0.185326    0.190097    0.197335  0.000236773
t    neutral    45             0.234867    0.026713    0.182637     0.222855    0.239119    0.252149    0.267972   0.00175344
t    neutral    46             0.197902  0.00407079    0.188954     0.195575    0.198142    0.200619    0.204562  0.000124078
t    neutral    47             0.147862  0.00609161    0.135725     0.143927     0.14748    0.152163    0.159561  0.000190511
t    neutral    48             0.201895  0.00977377    0.183273     0.195814     0.20146    0.207425    0.223553   0.00031452
t    neutral    49             0.138092   0.0106327    0.115316     0.131671    0.138885    0.145352    0.157558  0.000311705
t    neutral    50             0.214183  0.00406982    0.206351     0.211656    0.214082    0.216538    0.223614  0.000125259
t    neutral    51             0.166879   0.0151872    0.133437     0.159002    0.171824    0.178115    0.185663  0.000732862
t    neutral    52             0.179328  0.00506494    0.165823     0.177175    0.179849    0.182262    0.188413  0.000206878
t    neutral    53             0.104127  0.00918152   0.0847292    0.0983614    0.104664    0.110603    0.119919  0.000294045
t    neutral    54              0.10347    0.010288   0.0810598     0.096968    0.104501    0.110824     0.12187  0.000309044
t    neutral    55              0.23794  0.00643058    0.224117     0.234028    0.238409    0.242627    0.248641  0.000240908
t    neutral    56             0.191182  0.00525316    0.177918     0.188624    0.191833    0.194631    0.199784   0.00018273
t    neutral    57            0.0891596  0.00853529   0.0711476    0.0832651   0.0896288   0.0949774    0.104397  0.000290929
t    neutral    58            0.0862351   0.0115039    0.062298    0.0785999   0.0869628   0.0940983    0.106556  0.000297548
t    neutral    59             0.138461   0.0109136    0.115103     0.131678    0.139093    0.146194    0.157642  0.000345631
t    neutral    60              0.22479   0.0128333    0.196562     0.216788    0.227228    0.233926    0.244854  0.000566083
t    neutral    62             0.201402  0.00758304    0.185247     0.196737    0.201812    0.206535    0.214989  0.000268957
t    neutral    64             0.181742  0.00491453    0.172015      0.17878    0.181799     0.18469     0.19081  0.000144775
t    neutral    65              0.18371  0.00486689    0.173406     0.180528    0.184017     0.18728    0.191851  0.000145597
t    neutral    66            0.0860085   0.0114108   0.0608655    0.0788366   0.0867191   0.0938749    0.106299  0.000389147
t    neutral    67             0.105219   0.0100971    0.083239    0.0987474    0.105965    0.112307    0.123333  0.000303577
t    neutral    68             0.177753  0.00578833    0.165931      0.17421    0.177814     0.18124    0.190687     0.000233
t    neutral    69             0.106904  0.00741347    0.090136     0.102571    0.107645    0.112202    0.119685  0.000231251
t    neutral    70              0.32709  0.00674468    0.313662     0.322718     0.32729    0.331606    0.340293  0.000222565
t    neutral    71             0.218906   0.0112728     0.19534     0.211921    0.218947    0.226699    0.239949  0.000355365
t    neutral    72             0.198261   0.0134242    0.167927      0.19027    0.199417    0.207457    0.221223  0.000407928
t    neutral    73             0.213216  0.00953201    0.191182     0.208494    0.215194    0.219675    0.227235   0.00039015
t    neutral    74             0.270369   0.0144767    0.240206     0.261504    0.270818    0.279609    0.298852  0.000424431
t    neutral    75             0.217563  0.00785776    0.202629     0.212492    0.217812    0.222646    0.233509  0.000272713
t    neutral    76             0.193163   0.0182472    0.155374     0.178259    0.199049    0.207185    0.218152  0.000746902
t    neutral    77             0.100683   0.0128444    0.075822    0.0922057    0.100819    0.109571    0.125181  0.000389163
t    neutral    78             0.158101  0.00521448    0.146254     0.155018    0.158413     0.16173    0.167251  0.000166879
t    neutral    79             0.170304  0.00740184    0.154387     0.165867    0.170584    0.175381    0.183782  0.000216209
t    neutral    80             0.111189  0.00770308   0.0939842     0.106377    0.111594     0.11664     0.12494  0.000216914
t    neutral    81              0.11216  0.00852962   0.0927521      0.10686    0.112924    0.118062    0.126814  0.000263702
t    neutral    82             0.239836   0.0118525    0.216017     0.232765    0.239828    0.247075    0.263666  0.000380708
t    neutral    83             0.153593  0.00703008    0.139356      0.14893    0.153632    0.158184     0.16709  0.000207513
t    neutral    85             0.103045   0.0098258   0.0832051    0.0967237    0.103099     0.10976    0.121442  0.000283976
t    neutral    86             0.161539  0.00826969    0.143658     0.156324    0.162104    0.167435    0.175512  0.000259115
t    neutral    87             0.120011  0.00838994    0.101567     0.114858    0.120825    0.125798    0.134354  0.000277338
t    neutral    88             0.200694  0.00311429    0.194119     0.198735    0.200882    0.202906    0.206178  9.94803e-05
t    neutral    89             0.177164   0.0102751    0.157135       0.1709     0.17702    0.182829    0.202237  0.000306672
t    neutral    90             0.165902  0.00888903    0.139171     0.164602    0.168462    0.171106    0.175699  0.000422619
t    neutral    91              0.15403  0.00706753     0.14209     0.149924    0.153819    0.157567    0.169079  0.000257414
t    neutral    92             0.125733  0.00537491    0.114467     0.122238    0.126294    0.129493    0.135426  0.000177423
t    neutral    93            0.0885902   0.0102117   0.0669233    0.0821335   0.0891392   0.0956627    0.106804  0.000333266
t    neutral    94             0.162745   0.0232427    0.121034     0.146123    0.159429    0.179636    0.208454  0.000737641
t    neutral    95             0.277889  0.00930994    0.259781     0.270489    0.279662    0.285006    0.293895  0.000392971
t    neutral    96             0.137134  0.00411413    0.128219     0.134486    0.137419    0.140111    0.144115  0.000139862
t    neutral    97             0.134609  0.00536507    0.123332     0.131234    0.134867    0.138329    0.144011  0.000177115
t    neutral    99             0.136553  0.00889418    0.117021     0.130802    0.137193    0.142947    0.152677  0.000295441
t    neutral    100            0.118015   0.0142756   0.0881278     0.108276    0.118712    0.128349    0.142452  0.000482983
t    neutral    101            0.265346  0.00526239    0.254176     0.262103    0.265763    0.269089    0.274288  0.000192496
t    neutral    102            0.219687  0.00589972    0.207312       0.2159    0.220091    0.223995    0.229794  0.000197538
t    neutral    105            0.153486  0.00880896    0.134566     0.148042    0.154105    0.159542    0.169299  0.000291692
t    neutral    106            0.208788  0.00873164    0.191552      0.20337     0.20857    0.214601    0.226518   0.00025489
t    neutral    107            0.186833  0.00791306    0.170009     0.181687    0.187454    0.192393    0.200545  0.000309998
t    neutral    108            0.234675   0.0162074    0.206038     0.222656    0.233083    0.247436    0.264834  0.000522749
t    neutral    109            0.156152   0.0105001    0.135327     0.149321    0.156689    0.163357    0.174338  0.000269516
t    neutral    110             0.23229  0.00398849    0.223975     0.229853    0.232675    0.234934    0.239311  0.000160709
t    neutral    112            0.214207   0.0104623    0.188583     0.209183     0.21549    0.221209    0.230346  0.000361105
t    neutral    113             0.18855   0.0167724    0.139629      0.18807    0.193472     0.19775    0.204994   0.00127437
t    neutral    114            0.167371   0.0144768    0.140854     0.159181     0.16842    0.174276     0.20596  0.000712838
t    neutral    115            0.434269   0.0151134    0.401785     0.424729    0.435254    0.444511    0.460348  0.000518678
t    neutral    116           0.0835234   0.0102071   0.0621514    0.0768491   0.0840138   0.0907836    0.102154   0.00033817
t    neutral    117             0.19932   0.0120704    0.172477     0.192215    0.200301    0.207545    0.220544  0.000395392
t    neutral    118            0.193709   0.0186933    0.151204     0.183787    0.197291    0.206273    0.222369   0.00066171
t    neutral    120            0.199404     0.01334     0.17109     0.191168    0.200589    0.208834    0.223114  0.000465144
t    neutral    121            0.195463  0.00571379    0.184059     0.191713    0.195544    0.199093    0.206985  0.000206886
t    neutral    123            0.128544  0.00483864    0.117945       0.1254    0.128943    0.131898    0.137002  0.000147386
t    neutral    124            0.111747   0.0108363    0.088294     0.104833     0.11244     0.11943    0.130681  0.000331044
t    neutral    125            0.207844   0.0109062    0.184849     0.200826    0.208714    0.215614    0.226613  0.000401296
t    neutral    127            0.125175  0.00639882     0.11152      0.12151    0.125613    0.129311     0.13672  0.000208296
t    neutral    128            0.192657  0.00628987     0.17432     0.190598     0.19411    0.196544    0.200661  0.000296786
t    neutral    129             0.20189   0.0131203    0.174314     0.193517     0.20256    0.210931    0.226519  0.000337894
t    neutral    130            0.119764  0.00724848    0.103686     0.115749    0.120485    0.124872    0.131675  0.000207542
t    neutral    131            0.122345  0.00610141    0.109159     0.118558    0.122977    0.126699    0.132791  0.000194355
t    neutral    132            0.141406   0.0116791    0.115344     0.133753     0.14207    0.149529    0.162331  0.000387468
t    neutral    134           0.0700886    0.012223   0.0456732    0.0617354   0.0700804   0.0790869   0.0928602  0.000352032
t    neutral    135            0.194472   0.0115958    0.170959     0.186732    0.195511     0.20184    0.217294  0.000396883
t    neutral    136             0.12372  0.00640761     0.10946     0.119828     0.12412    0.128029    0.134677  0.000201212
t    neutral    137            0.143028   0.0182773      0.1079     0.129951    0.142385    0.156931    0.176638  0.000596913
t    neutral    138            0.207801  0.00639814    0.194138     0.203771    0.208342    0.212297    0.218592  0.000226001
t    neutral    139            0.127425  0.00666004    0.112785      0.12341    0.127811    0.131912    0.139256  0.000228743
t    neutral    140            0.120014  0.00761681    0.103659      0.11528    0.120617    0.125309    0.133164  0.000232112
t    neutral    141             0.26464   0.0273705    0.217455     0.246601    0.260674    0.280573    0.321283   0.00106377
t    neutral    143            0.120864  0.00707451    0.105313     0.116554    0.121296    0.125542    0.133206  0.000223096
t    neutral    144            0.150802   0.0142117    0.119094     0.142387    0.151596    0.161019    0.174983  0.000477145
t    neutral    146            0.228514    0.010834    0.208928     0.217434    0.230845     0.23759    0.243772  0.000591645
t    neutral    147            0.186489  0.00865599    0.170579     0.181279    0.186028    0.190918    0.208371  0.000277326
t    neutral    148            0.189763  0.00442362    0.181312     0.186807    0.189682    0.192339    0.199666  0.000118089
t    neutral    149            0.127112  0.00939807    0.107402     0.120942    0.127752    0.133615    0.143514  0.000305258
t    neutral    150            0.185766   0.0108216    0.158136     0.180409    0.187622    0.193198     0.20183  0.000358127
t    neutral    151            0.129138   0.0221753   0.0934986     0.114761    0.125626    0.139122    0.180114  0.000755463
t    neutral    152            0.240045  0.00985483    0.219208     0.234433    0.240775    0.246624    0.256511  0.000281565
t    neutral    153            0.147794  0.00991654    0.125309     0.142362    0.150165     0.15489     0.16201  0.000382645
t    neutral    154            0.147807    0.014452    0.121289     0.138271    0.146639    0.157309    0.176831  0.000451415
t    neutral    155            0.162585   0.0290657    0.113484     0.138789    0.158276    0.189525    0.212753   0.00123143
t    neutral    156            0.161218   0.0101107    0.132175     0.158052    0.163012    0.167798    0.174337  0.000435112
t    neutral    158            0.260057   0.0098406    0.239299     0.253312    0.261699    0.267547    0.275154  0.000389256
t    neutral    159            0.208188  0.00595898    0.195051     0.204586    0.208797    0.212311    0.218099  0.000217911
t    neutral    160            0.124563   0.0129929   0.0969118     0.116573    0.125663    0.133561    0.146533  0.000397808
t    neutral    163            0.213565  0.00850244    0.195146      0.20909    0.215095    0.219276     0.22781  0.000326705
t    neutral    165            0.203294  0.00775309     0.18648     0.198578    0.203948    0.208574    0.217205  0.000232724
t    neutral    166             0.20861  0.00863229    0.189477     0.203433    0.209264     0.21459    0.223564  0.000322402
t    neutral    167             0.26695   0.0127883    0.237549      0.25982    0.269172    0.275711    0.286992  0.000473363
t    neutral    168            0.162269  0.00827846    0.143633     0.157499    0.162845    0.167609    0.177247  0.000240584
t    neutral    169            0.171735    0.012583    0.145734     0.163844    0.172122    0.179821    0.197099  0.000384367
t    neutral    170            0.191059   0.0101133    0.169645     0.185029    0.191372     0.19769    0.210219  0.000287988
t    neutral    171            0.265074  0.00808764    0.247938     0.260216    0.265547    0.270452    0.279777  0.000300452
t    neutral    172             0.16274   0.0059925    0.150247     0.158739    0.163068     0.16698    0.173806  0.000184638
t    neutral    173            0.135085   0.0112482    0.111198     0.128146     0.13589    0.142887    0.155073  0.000336732
t    neutral    174            0.229349  0.00632923    0.216005     0.225507    0.229768    0.233599    0.241417  0.000201096
t    neutral    175            0.136218   0.0050765    0.125313     0.132959      0.1366    0.139676    0.145335  0.000162091
t    neutral    176            0.186732  0.00826265    0.169811     0.181808    0.186771    0.191371    0.203184   0.00030447
t    neutral    179            0.167798  0.00851328    0.148948     0.162437    0.168468    0.173879     0.18273  0.000254436
t    neutral    180            0.124048  0.00670206    0.108232     0.119858    0.124569    0.128743    0.135544  0.000191767
t    neutral    181            0.158372   0.0103416    0.134517     0.152387    0.159466    0.165388    0.175321  0.000315968
t    neutral    182             0.22319  0.00773622    0.209694     0.218927    0.222659    0.226426    0.243753  0.000277679
t    neutral    183             0.11874  0.00608145    0.105342      0.11507    0.119209    0.122952    0.129324  0.000194716
t    neutral    184            0.111357  0.00713509    0.095747     0.107007    0.111697    0.116359    0.123565  0.000234061
t    neutral    185            0.159706   0.0186038    0.124806     0.146577     0.15923    0.173627    0.195279  0.000490894
t    neutral    186             0.11399  0.00978542   0.0933731     0.107712    0.114061    0.120553    0.132198  0.000266258
t    neutral    187           0.0964953  0.00975857   0.0750583    0.0906054   0.0968337    0.103407    0.113699  0.000270982
t    neutral    188            0.143113   0.0103229    0.120458     0.136613     0.14379    0.150473    0.161477  0.000349266
t    neutral    189            0.359856   0.0154989    0.324134     0.351519    0.360644    0.368535     0.39393   0.00057065
t    neutral    190            0.102793  0.00768827   0.0857225    0.0977418    0.103211    0.108267    0.116069  0.000267538
t    neutral    191            0.148368   0.0102676    0.125282     0.142915    0.150365     0.15567    0.163652  0.000353653
t    neutral    192            0.208495   0.0126704    0.185125      0.20084    0.207934    0.214812    0.239019  0.000353795
t    neutral    193            0.236447  0.00549183    0.225704       0.2332    0.236456    0.239641    0.247666  0.000216034
t    neutral    194            0.179626  0.00792898    0.161886     0.174996    0.180347    0.185069    0.193198  0.000239619
t    neutral    195            0.172811   0.0161265    0.144612     0.162285    0.170932    0.180969    0.212557  0.000556895
t    neutral    196            0.185461  0.00775982    0.168371     0.180746    0.186075    0.190961     0.19889  0.000244067
t    neutral    197            0.220333   0.0171679    0.190378     0.207334    0.217985    0.234694    0.251503  0.000659584
t    neutral    198            0.280909  0.00946302    0.261101     0.274922    0.281282    0.287169    0.298697  0.000303124
t    neutral    199            0.239402   0.0117178    0.223591     0.231356    0.235853    0.243727    0.265555  0.000696081
t    neutral    201            0.241045  0.00542084    0.229433     0.237784    0.241499    0.244776    0.250238  0.000189301
t    neutral    202            0.186999  0.00886951     0.16887     0.180942    0.187693    0.193712    0.201798  0.000293821
t    neutral    203            0.124143  0.00678564    0.108746     0.120046    0.124802     0.12885    0.136006  0.000244867
t    neutral    204            0.233427  0.00890777    0.213419     0.228337    0.234358    0.239505    0.248451  0.000323346
t    neutral    205            0.101167  0.00993661   0.0807671    0.0946746    0.101574    0.108301    0.119154  0.000312118
t    neutral    206            0.188925  0.00828726    0.171173     0.183892    0.189595    0.194585    0.203725  0.000313568
t    neutral    207            0.184575   0.0103311    0.158176     0.179199    0.185415    0.190742    0.204556  0.000320664
t    neutral    208            0.112286  0.00868277   0.0935574     0.106767    0.112738    0.118273    0.127515  0.000302222
t    neutral    209            0.162209   0.0281669    0.133281     0.146358    0.153418    0.161922    0.241339    0.0020922
t    neutral    211            0.118147   0.0186077   0.0892757     0.106839    0.114923    0.124416    0.165907   0.00070785
t    neutral    212            0.113041   0.0064261   0.0988939     0.109017    0.113471      0.1174    0.124599  0.000227497
t    neutral    213            0.140766  0.00445899    0.131272     0.138112    0.141052    0.143917    0.148341  0.000134881
t    neutral    214            0.114912  0.00761197   0.0984447     0.110229    0.115364    0.120338    0.128033  0.000239946
t    neutral    215            0.219178   0.0102755    0.196276     0.213618    0.220612    0.226395    0.235648  0.000354216
t    neutral    216             0.14076   0.0111659    0.119338      0.13281    0.140494    0.149211    0.161644  0.000376792
t    neutral    217             0.24887   0.0114955    0.228674     0.238499    0.250212    0.259238    0.266109  0.000600761
t    neutral    218            0.204116  0.00783693    0.188063     0.199338    0.204211    0.209174    0.219994  0.000222747
t    neutral    219            0.111031   0.0076566   0.0953606     0.106242    0.111544    0.116403    0.124391   0.00019833
t    neutral    221            0.265937  0.00971307    0.246212     0.258774    0.266673     0.27376    0.281658  0.000349429
t    neutral    223            0.197461  0.00614273    0.183926     0.193619    0.197905    0.201851    0.208383  0.000200681
t    neutral    224            0.195941     0.01549    0.167119     0.184624    0.194683    0.207573    0.224366  0.000553327
t    neutral    225            0.229245  0.00977806     0.21189     0.221546    0.229628    0.236179    0.247301  0.000367592
t    neutral    226            0.161519  0.00653447    0.147358     0.157967    0.162111    0.166074    0.172286  0.000222533
t    neutral    227            0.109442   0.0083488   0.0912917     0.104274    0.110104    0.115226    0.124333  0.000242572
t    neutral    228            0.221883   0.0100037    0.200395     0.215661    0.222599    0.229092    0.239003  0.000355531
t    neutral    229            0.106706  0.00938044   0.0861466     0.101145    0.107456    0.113207    0.123708  0.000318933
t    neutral    230            0.120541  0.00726845    0.104818      0.11598    0.121188    0.125714    0.132936  0.000208897
t    neutral    231            0.138249  0.00766572    0.123741     0.133084    0.137954    0.142884    0.154177  0.000243215
t    neutral    232            0.225977  0.00844272    0.207775     0.220667    0.226565    0.231927    0.240829  0.000333065
t    neutral    233            0.154668  0.00818192    0.138624     0.149293    0.154945    0.160247    0.168945  0.000224277
t    neutral    234            0.194098  0.00570831    0.181699     0.190534    0.194607     0.19813    0.203972   0.00018636
t    neutral    235            0.118354  0.00864443   0.0995908      0.11283    0.119219    0.124376    0.132859  0.000244771
t    neutral    237             0.13916   0.0060457    0.126395     0.135571     0.13959    0.143318    0.150222  0.000175692
t    neutral    238            0.144948   0.0056006     0.13269      0.14157    0.145365    0.148944    0.154514  0.000173895
t    neutral    239            0.265332  0.00601939    0.253851     0.261337    0.265135    0.269327    0.277627  0.000206285
t    neutral    240            0.242582   0.0070199    0.226236     0.238486     0.24335    0.247512    0.254069  0.000243911
t    neutral    241           0.0940926   0.0121845   0.0690584    0.0861261   0.0948347    0.102504    0.116745  0.000355721
t    neutral    242            0.241368    0.017378    0.212247     0.226077    0.243756    0.251667    0.274929   0.00110356
t    neutral    243            0.223173  0.00553732    0.211379     0.219657    0.223387    0.226957    0.233544  0.000165444
t    neutral    244            0.142238   0.0115738    0.122646     0.134823     0.14081    0.147512    0.168642  0.000369302
t    neutral    245             0.22009  0.00813168    0.202073     0.215083    0.220552     0.22581    0.233951  0.000274419
t    neutral    246            0.144888    0.014338    0.117677     0.134045     0.14496    0.156416    0.170738    0.0004812
t    neutral    247             0.17072  0.00916762    0.150005     0.165842    0.171754    0.176699    0.187528  0.000302522
t    neutral    248            0.187626  0.00696858    0.176076     0.183792    0.187313    0.190465    0.209415  0.000281942
t    neutral    249            0.171521  0.00694513    0.156308     0.167359    0.172438    0.176303    0.182946  0.000223819
t    neutral    250           0.0736158   0.0131268   0.0464901    0.0649696   0.0741828   0.0830371   0.0973717  0.000358882
t    neutral    252           0.0941645  0.00969234   0.0731822    0.0880407   0.0946246    0.100879    0.111599  0.000363174
t    neutral    253            0.216206  0.00457083    0.206048     0.213554    0.216528     0.21926    0.224433  0.000152077
t    neutral    254            0.105858   0.0119286   0.0806998    0.0983883      0.1066    0.114373    0.126556  0.000331948
t    neutral    255             0.11331  0.00760236   0.0967434     0.108798    0.113905    0.118557    0.126403  0.000268575
t    neutral    256            0.231183   0.0131878    0.202513     0.223079    0.231369    0.240445    0.254664  0.000444838
t    neutral    257            0.140526  0.00614782    0.128175      0.13682    0.140632    0.144301    0.152741  0.000189229
t    neutral    258            0.161873   0.0111875    0.135723      0.15541     0.16274    0.169743    0.180958  0.000406724
t    neutral    259            0.118222  0.00838194    0.100357     0.112954    0.118883    0.124079    0.132381  0.000260109
t    neutral    260            0.131785  0.00755111    0.116714     0.126908     0.13184    0.136367    0.148045  0.000240562
t    neutral    261            0.203973  0.00813198    0.188151     0.198782    0.204148    0.208893    0.220705  0.000243766
t    neutral    262            0.242669  0.00706438    0.224386     0.239555    0.243622    0.247492    0.253226  0.000260288
t    neutral    263             0.13916  0.00921134    0.118302     0.133673    0.139893     0.14556    0.155074  0.000282241
t    neutral    264            0.247311   0.0152346    0.227362     0.236301    0.241513    0.261164    0.276919  0.000983993
t    neutral    265            0.167331   0.0123198    0.136785     0.161531    0.169399    0.175729    0.185371  0.000419246
t    neutral    267            0.239904  0.00401446    0.231392     0.237452    0.240257    0.242688    0.246495  0.000143086
t    neutral    268            0.145061  0.00618983    0.131302      0.14116    0.145637    0.149448    0.155666  0.000182305
t    neutral    269            0.121468  0.00868359    0.102621     0.116263     0.12213    0.127472    0.136608  0.000277488
t    neutral    270            0.111642  0.00722173   0.0964388     0.107318    0.112251      0.1166    0.124044  0.000282077
t    neutral    271            0.124081  0.00594137    0.111259     0.120443    0.124505    0.128153     0.13466  0.000183626
t    neutral    273            0.217734  0.00881993    0.198526     0.212072     0.21852    0.224034     0.23255  0.000280114
t    neutral    275            0.134645   0.0109468    0.117899     0.127693    0.132953    0.138694    0.163958  0.000391475
t    neutral    276            0.123316   0.0064473    0.108117     0.119597    0.123961    0.127849     0.13413  0.000246633
