param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
t_subj(HC.food).138               0.215971  0.005771   0.203133  0.212368  0.216416  0.219887    0.22645  0.000172
t_subj(HC.food).139                0.18565  0.004766   0.175004   0.18267  0.185888  0.189195   0.193961  0.000164
t_subj(HC.food).140               0.115254  0.007778   0.098717  0.110291  0.115622  0.120575   0.129375  0.000253
t_subj(HC.food).141               0.197927  0.012476   0.170713   0.19037  0.198567  0.206583   0.220174  0.000335
t_subj(HC.food).142               0.110714  0.007356    0.09469  0.105968  0.111375  0.115884   0.123538  0.000245
t_subj(HC.food).143               0.139742  0.007458   0.126272  0.135543  0.139751  0.143854   0.152272  0.000305
t_subj(HC.food).144               0.120498  0.015365   0.087508  0.110644   0.12151  0.131531   0.147402   0.00044
t_subj(HC.food).145               0.104154  0.010504   0.081825  0.097674  0.104466  0.111612   0.123108  0.000303
t_subj(HC.food).146               0.223875  0.007559    0.20827  0.219243  0.224425  0.229177   0.236532  0.000304
t_subj(HC.food).147               0.194373  0.006756     0.1805  0.190027  0.194641  0.199132   0.206535  0.000196
t_subj(HC.food).148               0.131339  0.005693   0.118882  0.127962  0.131793  0.135293   0.141028  0.000162
t_subj(HC.food).149               0.121013  0.009256   0.102045  0.115204  0.121315  0.127211   0.138933   0.00028
t_subj(HC.food).150               0.148464  0.011906   0.123627  0.140926  0.148803  0.156809   0.170288  0.000392
t_subj(HC.food).151               0.087689  0.013884    0.05863   0.07833  0.088859  0.097232   0.112596  0.000395
t_subj(HC.food).152               0.214014  0.009179   0.194556  0.208565  0.214553  0.220135   0.230359  0.000279
t_subj(HC.food).154                0.17343  0.010241   0.152096  0.167072  0.174278   0.18073   0.191609  0.000354
t_subj(HC.food).155                0.17345  0.018461   0.141237  0.160043  0.170553  0.187651   0.209455  0.000628
t_subj(HC.food).156               0.115112  0.007807   0.098069  0.110207  0.115543  0.120551   0.129011  0.000241
t_subj(HC.food).158                0.20349  0.014279   0.172517  0.194495  0.204491  0.213637     0.2286  0.000514
t_subj(HC.food).159               0.167258  0.008929   0.146446  0.162359   0.16781   0.17285   0.183965  0.000301
t_subj(HC.food).160               0.168365  0.008192    0.14643  0.164946  0.169755  0.173822    0.18028  0.000301
t_subj(HC.food).161               0.096616  0.012139   0.069808  0.089029  0.097188  0.104992   0.119121    0.0003
t_subj(HC.food).163               0.190938   0.01034   0.166867  0.186008   0.19398  0.198244   0.204603  0.000399
t_subj(HC.food).165               0.134797  0.011001   0.111379  0.127498  0.135325  0.142455   0.155032  0.000311
t_subj(HC.food).167               0.245526  0.014462   0.217899  0.236857  0.245242  0.254192   0.274739  0.000463
t_subj(HC.food).168               0.128672  0.009237   0.107971  0.122856  0.129689  0.135265   0.144618  0.000249
t_subj(HC.food).169               0.129589  0.013267   0.100904  0.121289  0.130548  0.139009   0.152616   0.00046
t_subj(HC.food).170               0.126773  0.013377   0.100553    0.1182  0.127102   0.13504   0.153542  0.000376
t_subj(HC.food).171               0.267929  0.012174   0.243015  0.260169  0.268842  0.276469   0.289342  0.000378
t_subj(HC.food).172                0.16828  0.012204   0.142273   0.15983  0.170526  0.177563   0.187468  0.000494
t_subj(HC.food).173               0.117153   0.00804   0.099412  0.112299   0.11767  0.122653   0.131152  0.000257
t_subj(HC.food).174                0.14467   0.00825   0.125891  0.139681  0.145259  0.150588   0.158835  0.000265
t_subj(HC.food).175               0.113819  0.009233   0.094134  0.108318   0.11462  0.120361   0.129561   0.00037
t_subj(HC.food).177               0.125308  0.013044   0.098634  0.116991  0.125253  0.133648   0.150735  0.000385
t_subj(HC.food).178               0.198187  0.018061   0.164039  0.186154  0.197605  0.210132   0.233903  0.000514
t_subj(HC.food).180               0.196509  0.005893   0.183651  0.192991   0.19685  0.200596   0.206424  0.000186
t_subj(HC.food).181               0.135305  0.009801   0.114608   0.12914  0.136022  0.142195   0.152404  0.000303
t_subj(HC.food).182               0.212405  0.022816    0.16431  0.196207  0.215177  0.230228   0.250023  0.000779
t_subj(HC.food).183               0.197418   0.00903   0.177854   0.19204  0.198237  0.203537   0.213178  0.000256
t_subj(HC.food).184               0.109428  0.009311   0.089161  0.103954  0.110284  0.115854   0.125126  0.000321
t_subj(HC.food).185               0.135412  0.011567   0.110598  0.128597  0.136083  0.143525   0.155859  0.000352
t_subj(HC.food).186               0.166184  0.011974   0.143075  0.158544   0.16562  0.173772   0.189355  0.000307
t_subj(HC.food).187                0.08935  0.011442    0.06515  0.082089  0.090107  0.097397   0.109713  0.000376
t_subj(HC.food).188               0.133578  0.008565   0.114613  0.128125  0.134248  0.139748    0.14809  0.000246
t_subj(HC.food).189               0.319896  0.028025   0.260208  0.303175   0.31958  0.339524   0.373834  0.001078
t_subj(HC.food).190               0.095534  0.010827   0.072786  0.088668  0.096447  0.103132   0.114781   0.00036
t_subj(HC.food).191                0.12075  0.011826    0.09565  0.113265  0.121511  0.129277   0.141108  0.000387
t_subj(HC.food).192               0.265604  0.013468   0.238227  0.257188  0.265615   0.27423   0.292046  0.000444
t_subj(HC.food).194               0.117318  0.008589   0.099349  0.112015  0.118037  0.123213   0.132278   0.00025
t_subj(HC.food).195               0.235149  0.013123   0.205912  0.226995  0.236385  0.244068   0.258534  0.000439
t_subj(HC.food).196               0.097497  0.013565   0.069603  0.088989  0.098045  0.106756   0.123515  0.000435
t_subj(HC.food).197               0.194429  0.014855   0.164971  0.185013   0.19429  0.204182   0.223858  0.000467
t_subj(HC.food).198               0.172764  0.014603   0.134417  0.165491  0.174318  0.182226   0.196404   0.00049
t_subj(HC.food).199               0.192553    0.0082   0.175681  0.187226  0.193099  0.198494   0.207203  0.000291
t_subj(HC.food).200               0.098273  0.013823   0.070516  0.089396   0.09856  0.107743   0.123957    0.0004
t_subj(HC.food).201               0.248004  0.007259   0.232442   0.24346  0.248415  0.252666   0.261939  0.000256
t_subj(HC.food).202               0.106548  0.010218   0.085885  0.099934  0.107383  0.113615   0.124325  0.000356
t_subj(HC.food).203               0.111326  0.009813   0.090939  0.105062  0.112096  0.117896    0.12959  0.000301
t_subj(HC.food).204               0.219468  0.007805   0.202887  0.214728  0.220148  0.224973   0.233109  0.000292
t_subj(HC.food).205               0.080736  0.012618   0.054562  0.072659  0.081255  0.089764   0.104559  0.000333
t_subj(HC.food).206               0.106199  0.008802   0.086181  0.100982  0.106962  0.112384   0.121277  0.000293
t_subj(HC.food).207               0.197035  0.006036   0.185332  0.193253   0.19703  0.200753   0.210493  0.000182
t_subj(HC.food).208               0.136087  0.008386   0.119476  0.130704  0.135938  0.141633   0.153205  0.000256
t_subj(HC.food).210               0.102759  0.012182   0.076758  0.094935  0.103859  0.111181    0.12516  0.000361
t_subj(HC.food).212               0.065264  0.011547   0.042118  0.057154  0.065639  0.073601   0.087406  0.000362
t_subj(HC.food).213               0.124642  0.006197   0.110776  0.121019  0.125342  0.128928    0.13505  0.000183
t_subj(HC.food).214               0.102617   0.01027    0.08107  0.095478  0.103407  0.110205   0.121698  0.000345
t_subj(HC.food).215               0.157922  0.010044   0.135983  0.151693  0.158862  0.165183   0.174672  0.000394
t_subj(HC.food).216               0.150516  0.010414   0.126871   0.14467  0.152097  0.157904    0.16653  0.000316
t_subj(HC.food).217               0.226535  0.008578   0.207987  0.221449  0.227218  0.232423   0.241855  0.000261
t_subj(HC.food).218               0.208285  0.013413   0.178898  0.199772  0.209317  0.217848   0.231943  0.000409
t_subj(HC.food).219               0.201627  0.025952    0.15644  0.179947  0.198772  0.226952   0.238803  0.001486
t_subj(HC.food).220               0.184461  0.010845   0.161828  0.177967   0.18467  0.191269    0.20573  0.000339
t_subj(HC.food).221               0.179339  0.011149   0.158163  0.171619  0.179182   0.18695   0.200666  0.000327
t_subj(HC.food).222               0.121544  0.006588   0.107149  0.117562  0.122247  0.126121   0.133575  0.000238
t_subj(HC.food).223               0.165206  0.004967   0.154777  0.162203  0.165288  0.168523   0.174453  0.000169
t_subj(HC.food).225               0.211414  0.007824   0.195106  0.206378  0.212669  0.216693   0.225479  0.000296
t_subj(HC.food).226               0.188544  0.009866   0.165153   0.18332   0.18987  0.195452   0.204491  0.000389
t_subj(HC.food).227                0.20883  0.031061   0.132941  0.182567  0.221345  0.232067   0.243806  0.002238
t_subj(HC.food).228               0.159615  0.013244   0.138017  0.150711  0.157839   0.16626   0.190731  0.000465
t_subj(HC.food).230               0.108911  0.010744   0.086755  0.101844  0.109547  0.116591   0.128417  0.000385
t_subj(HC.food).231               0.185517  0.009637   0.164582   0.17923  0.186388  0.192439   0.202019  0.000296
t_subj(HC.food).232               0.169911    0.0091   0.150052  0.164278  0.170281  0.176206   0.186112  0.000293
t_subj(HC.food).233               0.179583  0.007971   0.161316   0.17596  0.180977  0.184473   0.193223  0.000287
t_subj(HC.food).234               0.219466  0.004905   0.208397  0.216527  0.220058   0.22287   0.227525  0.000181
t_subj(HC.food).235               0.127677  0.007648   0.111017  0.122977  0.128456  0.132838   0.140874  0.000241
t_subj(HC.food).236               0.211556  0.008545   0.193143  0.206301   0.21204  0.217688    0.22635  0.000272
t_subj(HC.food).237               0.139415  0.018919   0.110929  0.125113  0.134357  0.155373    0.17699  0.000773
t_subj(HC.food).238               0.174839  0.004738   0.164579  0.172026  0.175072  0.177834    0.18421  0.000145
t_subj(HC.food).239               0.132007  0.010803     0.1089  0.125258  0.132929  0.139561   0.151118  0.000326
t_subj(HC.food).240               0.231387  0.007021   0.216216  0.227098  0.231693  0.235949   0.244367  0.000215
t_subj(HC.food).241                0.09261  0.011079   0.068476  0.085462  0.093451  0.100322   0.111666  0.000328
t_subj(HC.food).242               0.206906  0.013709   0.167977  0.201539  0.208398   0.21469     0.2313  0.000589
t_subj(HC.food).243               0.283241  0.004975   0.272839  0.280309  0.283356  0.286356   0.293609  0.000171
t_subj(HC.food).244               0.128091  0.010351   0.108034  0.121834  0.127596  0.133883    0.15138  0.000305
t_subj(HC.food).246               0.097911  0.011931   0.072548  0.090185  0.098465  0.106218   0.119893  0.000374
t_subj(HC.food).247               0.215315  0.018166    0.18313  0.202001  0.213199   0.23022   0.248635  0.000813
t_subj(HC.food).248               0.142162   0.01826   0.117893  0.129437  0.136813  0.147702   0.184455  0.000986
t_subj(HC.food).249               0.122614  0.008777   0.105945  0.117093  0.122524  0.127589   0.140016  0.000276
t_subj(HC.food).250               0.166468  0.010867   0.142164  0.160141  0.167086  0.173586   0.186392  0.000347
t_subj(HC.food).251               0.142138  0.010444   0.119564  0.135319  0.142996    0.1495   0.160841  0.000351
t_subj(HC.food).252               0.077045  0.011994   0.050996  0.069192   0.07758   0.08536   0.098486  0.000422
t_subj(HC.food).253               0.189541  0.014637   0.157833  0.179873  0.191691   0.20015    0.21335  0.000702
t_subj(HC.food).254               0.101099  0.011561   0.077457  0.093855  0.101652  0.108975   0.121884  0.000389
t_subj(HC.food).255               0.090216  0.011438   0.065535  0.083194  0.090976  0.098397   0.109888  0.000372
t_subj(HC.food).256               0.186966  0.017902   0.147046  0.174388  0.190996  0.199985   0.213927  0.000645
t_subj(HC.food).257                0.19559  0.008225   0.176678  0.190634  0.196339  0.201459   0.209642  0.000226
t_subj(HC.food).258               0.173191  0.009562   0.154028  0.167172  0.172934  0.178622   0.193863  0.000288
t_subj(HC.food).259               0.203308  0.007126   0.189212  0.198999  0.203517   0.20781   0.217305  0.000209
t_subj(HC.food).260               0.181205  0.011261   0.157613  0.174013  0.182169  0.189164   0.200851  0.000319
t_subj(HC.food).261               0.155669  0.014124   0.128383  0.146669  0.155328  0.163489    0.18766   0.00047
t_subj(HC.food).262               0.186673  0.011232   0.167336  0.179931  0.185422  0.191501   0.217086  0.000337
t_subj(HC.food).263               0.123589  0.007626    0.10652  0.118752   0.12447  0.128819   0.136618  0.000272
t_subj(HC.food).264               0.230816  0.009155   0.211276  0.224926  0.231425   0.23735   0.247078  0.000314
t_subj(HC.food).265               0.115559  0.016644   0.086612  0.105349  0.114515  0.123814   0.160814  0.000589
t_subj(HC.food).266                0.15173  0.008793   0.132661  0.146115  0.152566  0.157949   0.166699  0.000259
t_subj(HC.food).267               0.260122  0.013196   0.238764  0.249752  0.256945  0.273042   0.282907    0.0007
t_subj(HC.food).268               0.167277  0.008556   0.149319  0.162315  0.168264  0.173366   0.181554  0.000295
t_subj(HC.food).269               0.096537  0.011605   0.071303   0.08921  0.097189  0.104557   0.117281  0.000318
t_subj(HC.food).270                0.23121  0.008549     0.2135  0.226025  0.231627  0.236858   0.248164  0.000338
t_subj(HC.food).271               0.150997  0.011642   0.127918  0.143905  0.150968  0.157648   0.179136  0.000323
t_subj(HC.food).272               0.126426  0.009922   0.106221  0.120035  0.126187  0.133186   0.145536  0.000312
t_subj(HC.food).273               0.216303  0.010824     0.1921  0.209755  0.217039  0.224048   0.234856  0.000342
t_subj(HC.food).274               0.198674  0.007181    0.18186   0.19449  0.199288  0.203773   0.210929  0.000239
t_subj(HC.food).275                0.09819  0.010917   0.074927  0.091218  0.098803  0.106098   0.117594  0.000349
t_subj(HC.food).276               0.240851  0.007848   0.226665  0.236381  0.240095  0.244352   0.261173  0.000267
t_subj(HC.food).277               0.175171   0.02581   0.130349  0.154399  0.172419  0.197216    0.22058  0.000946
t_subj(HC.food).278               0.097355  0.008742   0.079293  0.091537  0.097914  0.103566   0.113133  0.000311
t_subj(HC.food).279                0.10234  0.007387   0.086138  0.097669  0.103048  0.107497   0.114944  0.000273
t_subj(HC.food).281                0.11521  0.008445   0.097227    0.1099     0.116   0.12149   0.129073  0.000241
t_subj(HC.food).282               0.213631  0.008345   0.196107  0.208309   0.21413  0.219356   0.228264  0.000251
t_subj(HC.food).283                0.22254  0.007041   0.210084  0.217192  0.223109  0.227354   0.238884  0.000312
t_subj(HC.food).284               0.227417  0.007082   0.214374  0.223877  0.227449  0.230761   0.241154  0.000288
t_subj(HC.food).285               0.139212   0.01955   0.106257  0.121816    0.1391  0.156915   0.171502  0.000871
t_subj(HC.food).286               0.189648  0.013685   0.155957  0.183157  0.192148  0.199025   0.209075  0.000511
t_subj(HC.food).288               0.216151  0.014286   0.187748  0.206852  0.216103   0.22498   0.246225  0.000437
t_subj(HC.food).289               0.145656   0.00669   0.131364  0.141667   0.14633  0.150382   0.156742  0.000221
t_subj(HC.food).290               0.322863  0.009564   0.301594  0.316591  0.324835  0.329929   0.337037  0.000389
t_subj(HC.food).291               0.153979  0.025953   0.110186  0.139476  0.153048  0.166427   0.193942  0.001417
t_subj(HC.food).292               0.225635  0.013323   0.202558  0.216179  0.224147  0.234816   0.256055  0.000545
t_subj(HC.food).309               0.220418  0.015247   0.187184  0.211011  0.221445  0.231227   0.247159  0.000466
t_subj(HC.food).310               0.104529   0.00898   0.086099  0.098611  0.104845  0.110779   0.121386  0.000294
t_subj(HC.food).311               0.116997  0.007555   0.100933  0.112418  0.117719  0.122083   0.129988  0.000268
t_subj(HC.neutral).64               0.1819  0.004952   0.172381  0.178827  0.181846  0.184745   0.191842  0.000137
t_subj(HC.neutral).65             0.184031   0.00506   0.172836  0.180921  0.184583  0.187748   0.192588  0.000152
t_subj(HC.neutral).67             0.105352  0.009762   0.084106  0.099321  0.106137  0.111996   0.122246  0.000274
t_subj(HC.neutral).69             0.107536  0.007239   0.092293  0.103027  0.108146  0.112563   0.119874  0.000253
t_subj(HC.neutral).70             0.327133  0.006818   0.313365   0.32288  0.327366  0.331515   0.340983  0.000233
t_subj(HC.neutral).72             0.197409   0.01356   0.168256  0.188903   0.19828   0.20732   0.220313  0.000432
t_subj(HC.neutral).73             0.213605  0.009305   0.190967  0.209139   0.21552  0.219953   0.226878  0.000356
t_subj(HC.neutral).74             0.269122  0.015597   0.238629  0.258808  0.269245  0.279002   0.300136  0.000511
t_subj(HC.neutral).75             0.218228  0.008092    0.20182   0.21322  0.218442  0.223536   0.234467   0.00025
t_subj(HC.neutral).76             0.190729  0.018527   0.153617  0.174311  0.196295  0.205697   0.217047   0.00082
t_subj(HC.neutral).77             0.100586  0.012465   0.075834  0.092631  0.100817  0.108963    0.12419  0.000382
t_subj(HC.neutral).78             0.157905  0.005449   0.146098  0.154577  0.158328  0.161846   0.167145  0.000172
t_subj(HC.neutral).79             0.170895  0.007203   0.155784  0.166216   0.17128  0.175879   0.183794  0.000216
t_subj(HC.neutral).80              0.11138  0.008189   0.092983  0.106259  0.112037   0.11715   0.125563  0.000274
t_subj(HC.neutral).81             0.112545  0.008212   0.094903  0.107265  0.113215  0.118326   0.127024  0.000249
t_subj(HC.neutral).82             0.240281  0.012007   0.215987  0.232946   0.24039  0.248035   0.263155  0.000397
t_subj(HC.neutral).83             0.153767  0.006621     0.1413  0.149542   0.15361  0.157815   0.167268  0.000181
t_subj(HC.neutral).85             0.102666  0.010832    0.08011  0.095735  0.103649  0.110198   0.121603  0.000344
t_subj(HC.neutral).86             0.161299  0.008376   0.142324  0.155874  0.162076  0.167228   0.175522  0.000269
t_subj(HC.neutral).88             0.200751   0.00305   0.194182  0.198819  0.200993  0.202852   0.206109  0.000105
t_subj(HC.neutral).89             0.176414  0.009848   0.156168  0.170291  0.176748  0.182269   0.196418  0.000343
t_subj(HC.neutral).90             0.166627   0.00821    0.14045  0.165033  0.168735   0.17142   0.175809  0.000407
t_subj(HC.neutral).91              0.15375  0.007073   0.141425  0.149497  0.153552  0.157639   0.167034  0.000232
t_subj(HC.neutral).93             0.088417  0.010048   0.067096    0.0822  0.088925  0.095554   0.106047  0.000311
t_subj(HC.neutral).94             0.162377  0.022609   0.124276  0.146813  0.159067  0.177503   0.210545  0.000748
t_subj(HC.neutral).95             0.277356  0.009419   0.258938  0.269733  0.279039  0.284286   0.294129  0.000305
t_subj(HC.neutral).97             0.134889  0.005421   0.123013  0.131708  0.135155  0.138532   0.144389  0.000174
t_subj(HC.neutral).99             0.136725  0.008729   0.118033  0.130849  0.137214  0.143033   0.151841  0.000291
t_subj(HC.neutral).100            0.117811  0.014602   0.084824   0.10902  0.119173  0.128102   0.141673  0.000478
t_subj(HC.neutral).101            0.265575   0.00546   0.253565  0.262303  0.265872  0.269455   0.274823  0.000192
t_subj(HC.neutral).105            0.154091  0.008625   0.135729  0.148686  0.154812  0.160118   0.169174  0.000263
t_subj(HC.neutral).106            0.207811  0.008776   0.190848  0.202228  0.207937  0.213369   0.226505  0.000287
t_subj(HC.neutral).107             0.18654  0.008152   0.168871  0.181287  0.187217  0.192063   0.201121  0.000315
t_subj(HC.neutral).108            0.234553  0.016775    0.20441  0.222271  0.233163  0.248193   0.265022  0.000575
t_subj(HC.neutral).109            0.155709  0.010186   0.133517  0.149513   0.15616  0.162748   0.173804  0.000318
t_subj(HC.neutral).110            0.232302  0.003827   0.224473  0.229904  0.232424  0.235038   0.239433  0.000138
t_subj(HC.neutral).112            0.214168  0.010894   0.186895  0.208461  0.215685  0.221247   0.231112  0.000391
t_subj(HC.neutral).113            0.187261   0.01805   0.138296  0.187555  0.193442  0.197535   0.204745  0.001514
t_subj(HC.neutral).114            0.166416  0.012767   0.141797  0.158254   0.16757  0.173896   0.189576  0.000589
t_subj(HC.neutral).115            0.434666  0.015564   0.402212  0.424803  0.435446  0.444869   0.462784  0.000554
t_subj(HC.neutral).116            0.083868  0.010309   0.061697  0.077172  0.084546  0.090951   0.101628  0.000351
t_subj(HC.neutral).118            0.192991  0.018882    0.15108  0.181716  0.196815  0.206895   0.221787  0.000688
t_subj(HC.neutral).120            0.200516  0.012869   0.173931  0.192224  0.201304  0.209587   0.223813  0.000423
t_subj(HC.neutral).121            0.195043  0.005788   0.182723  0.191384  0.195517  0.198862   0.206146  0.000197
t_subj(HC.neutral).123             0.12848  0.004769   0.118027  0.125542  0.128883   0.13179   0.136874  0.000138
t_subj(HC.neutral).124            0.111593  0.010973   0.088175  0.104756  0.112632  0.119049   0.131142  0.000304
t_subj(HC.neutral).125            0.208123  0.010674   0.185687  0.201405  0.208716  0.215816   0.227577  0.000413
t_subj(HC.neutral).128            0.192545  0.006324   0.175373  0.190269  0.194086  0.196736   0.200798  0.000288
t_subj(HC.neutral).129            0.201144  0.013116   0.172537  0.193061  0.201742  0.210297   0.224401   0.00042
t_subj(HC.neutral).130            0.119617  0.007247   0.104661  0.114957  0.119934  0.124847   0.132051  0.000215
t_subj(HC.neutral).131            0.122359  0.006122   0.108929  0.118576  0.122824  0.126365   0.132912  0.000194
t_subj(HC.neutral).132            0.142377  0.011111   0.119022  0.135526  0.143383  0.150165   0.161262  0.000325
t_subj(HC.neutral).134            0.069084  0.012423   0.043044  0.060985  0.069278  0.077663   0.093045  0.000331
t_subj(HC.neutral).135            0.195024  0.011728   0.172057  0.187846  0.195877  0.202074   0.218134  0.000403
t_subj(HC.neutral).136            0.123516  0.005996   0.110897   0.11959  0.123917  0.127843   0.134012  0.000176
t_subj(HC.neutral).137            0.142767  0.018165   0.107652  0.130148   0.14185  0.155587    0.17757  0.000607
t_subj(HC.neutral).138            0.207818  0.006128   0.194864  0.203764  0.208385  0.212186   0.218684  0.000214
t_subj(HC.neutral).139            0.127163  0.006857   0.112113  0.123053  0.127639  0.131845   0.139099  0.000224
t_subj(HC.neutral).140            0.119804  0.007972   0.102297  0.115081  0.120372  0.125507   0.133548   0.00025
t_subj(HC.neutral).141            0.263696  0.026303   0.217984   0.24703  0.260226  0.277156    0.31944   0.00087
t_subj(HC.neutral).143            0.121181  0.007125   0.106116  0.116819  0.121512  0.125861   0.134023  0.000243
t_subj(HC.neutral).144            0.150599  0.013418   0.121484  0.141954  0.151432  0.159841   0.174877  0.000386
t_subj(HC.neutral).146            0.228004  0.011346   0.208225  0.216547  0.230506   0.23749   0.244476  0.000598
t_subj(HC.neutral).147            0.186333  0.008528   0.169189  0.181313  0.186213  0.190896    0.20673  0.000296
t_subj(HC.neutral).148            0.189866  0.004383   0.180875  0.187135   0.18987  0.192471   0.199453   0.00013
t_subj(HC.neutral).149              0.1263  0.009948    0.10526  0.119971  0.127114  0.133298   0.144478  0.000295
t_subj(HC.neutral).150            0.187129  0.010423   0.160324  0.181838   0.18848  0.194361   0.203042  0.000367
t_subj(HC.neutral).151            0.130356  0.022075   0.094335  0.115868  0.126229  0.141049   0.180028  0.000713
t_subj(HC.neutral).152            0.239297  0.009493    0.21836  0.234004  0.239735  0.245477   0.255771  0.000271
t_subj(HC.neutral).154            0.147366  0.014172     0.1222  0.137631  0.145887  0.157291   0.176966  0.000458
t_subj(HC.neutral).155            0.162491  0.028516   0.115286  0.139696    0.1575  0.188981   0.211926  0.001207
t_subj(HC.neutral).156            0.160301  0.010847   0.130665  0.157588  0.163332  0.167233   0.173528  0.000495
t_subj(HC.neutral).158            0.260463  0.010165   0.237984  0.253888  0.262177  0.267925   0.275627  0.000411
t_subj(HC.neutral).159            0.207812  0.005985   0.195371  0.203963  0.208148  0.212042   0.218813  0.000192
t_subj(HC.neutral).160            0.124958   0.01239   0.099669  0.116892  0.125811  0.133519   0.147962  0.000369
t_subj(HC.neutral).163             0.21401  0.008066   0.196913  0.209587  0.215279  0.219387   0.228341   0.00032
t_subj(HC.neutral).165            0.203424  0.008219    0.18512  0.198699  0.203881  0.208799   0.218814   0.00029
t_subj(HC.neutral).167            0.266582  0.013317   0.236275  0.258884  0.268689  0.275918   0.288507  0.000472
t_subj(HC.neutral).168            0.162666  0.008244   0.145349  0.157674   0.16314  0.168177   0.178503  0.000286
t_subj(HC.neutral).169            0.171267  0.012349   0.147244  0.163245  0.171607  0.179115   0.197047  0.000399
t_subj(HC.neutral).170            0.191268  0.010041   0.171162  0.184664  0.191784  0.197772   0.210354  0.000294
t_subj(HC.neutral).171            0.264178  0.008273   0.246238  0.259004  0.264627  0.270255   0.278901  0.000328
t_subj(HC.neutral).172            0.162469  0.005963   0.150016  0.158552  0.162845  0.166842     0.1731  0.000209
t_subj(HC.neutral).173            0.135567  0.010907   0.112861  0.128385  0.136167  0.143175   0.155454   0.00033
t_subj(HC.neutral).174            0.229948  0.006244   0.217083  0.226081  0.230162  0.234097   0.241448   0.00021
t_subj(HC.neutral).175            0.136097  0.005308   0.125164  0.132734  0.136562  0.139961   0.145076  0.000197
t_subj(HC.neutral).180            0.123964  0.006842    0.10961  0.119884  0.124404  0.128787   0.135382  0.000201
t_subj(HC.neutral).181             0.15785  0.010407   0.135431   0.15139  0.158449  0.165106   0.175745  0.000323
t_subj(HC.neutral).182            0.223924  0.007961    0.21081  0.219119  0.223367  0.227337   0.245813  0.000286
t_subj(HC.neutral).183            0.118758  0.006033   0.105668  0.115148   0.11928  0.123016   0.129045  0.000196
t_subj(HC.neutral).184            0.111803  0.007276    0.09581  0.107588  0.112375  0.117027   0.124177  0.000234
t_subj(HC.neutral).185            0.158911  0.018879   0.124182  0.145058  0.158064  0.172855   0.195268  0.000581
t_subj(HC.neutral).186            0.114066  0.009904   0.093843  0.107587  0.114463  0.120816    0.13277  0.000326
t_subj(HC.neutral).187            0.095918  0.009952   0.073799  0.089846  0.096731  0.103283    0.11266  0.000307
t_subj(HC.neutral).188            0.142693  0.010259   0.121723  0.135693  0.143057  0.149861   0.160667  0.000367
t_subj(HC.neutral).189            0.359067  0.013795   0.326881  0.351432  0.360117  0.367471   0.386108  0.000497
t_subj(HC.neutral).190            0.102871  0.007441   0.087232  0.098366  0.103572  0.107876   0.116606  0.000255
t_subj(HC.neutral).191            0.148135  0.011037    0.12169  0.142483  0.150414  0.155766   0.164894  0.000392
t_subj(HC.neutral).192            0.208125  0.011905   0.186352  0.200548   0.20781  0.214371   0.237346  0.000303
t_subj(HC.neutral).194             0.17946  0.008131   0.162549  0.174583   0.18002   0.18502   0.194271  0.000259
t_subj(HC.neutral).195            0.171998  0.015322   0.145436  0.161833  0.170583  0.180349   0.208444  0.000506
t_subj(HC.neutral).196            0.185601  0.007377   0.169454  0.181023   0.18606  0.190733   0.198909  0.000253
t_subj(HC.neutral).197            0.221263  0.017144   0.190317  0.208336  0.220279  0.235354   0.252187  0.000681
t_subj(HC.neutral).198            0.280664  0.009762    0.25933  0.274889  0.281264  0.286989   0.298986  0.000334
t_subj(HC.neutral).199            0.238606  0.010941   0.224482  0.231492  0.235564  0.241479   0.264175  0.000623
t_subj(HC.neutral).201            0.241296  0.005165   0.229795  0.238116   0.24174  0.244958    0.25021   0.00017
t_subj(HC.neutral).202            0.187153   0.00888    0.16906  0.180927  0.188011  0.193414   0.203252  0.000326
t_subj(HC.neutral).203            0.124393  0.006752   0.108998  0.120217  0.125336  0.129026   0.135773  0.000234
t_subj(HC.neutral).204            0.233323  0.008741   0.214295  0.228041  0.234305  0.239436   0.248085  0.000314
t_subj(HC.neutral).205            0.101819  0.009302    0.08155  0.095943  0.102528  0.108388   0.118084  0.000276
t_subj(HC.neutral).206            0.189209  0.008147   0.171514  0.184167  0.189682  0.194788   0.203253  0.000256
t_subj(HC.neutral).207            0.184729  0.010245   0.159003  0.179491  0.185352  0.190886   0.203397  0.000352
t_subj(HC.neutral).208            0.112109   0.00869    0.09287  0.106628  0.113014  0.118334   0.127025  0.000302
t_subj(HC.neutral).212            0.112835  0.006804   0.097746   0.10865  0.113406  0.117491   0.124829  0.000236
t_subj(HC.neutral).213            0.140427   0.00442   0.130857   0.13779  0.140916  0.143489   0.147773  0.000127
t_subj(HC.neutral).214            0.114526  0.007556   0.098171  0.109797  0.115037  0.119729   0.127585  0.000236
t_subj(HC.neutral).215            0.218661  0.010754   0.192776  0.213071  0.220375  0.226099   0.235806  0.000395
t_subj(HC.neutral).216             0.14031  0.011656   0.118351  0.131761  0.139867  0.149254     0.1616  0.000397
t_subj(HC.neutral).217            0.248478  0.011397   0.228997  0.238392  0.249555  0.258819   0.266154  0.000598
t_subj(HC.neutral).218             0.20389  0.007578   0.188191    0.1991  0.204209  0.208794   0.218985  0.000242
